ID;File name;Title;MIME type;Address;Author;Authored on;Checksum;Country;Crawler;Date;Description;File encoding;File extension;File size;Generator;Keywords;Language;Message ID;Modified on;Name;Notes;Other name;Previous name;Program;Published on;Publishing source;Publishing source URL;Retrieved on;Source link;Summary;Topics;Weak alias;Wikidata ID;Wikipedia Article
18489.5fa07eaebcdcebddaa3e706ee176bd72f136cdd9;4.6 _16626.D_Economic transformation on the Agricultural Sector.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;e3566454c4ee4f7908346ff196767e9b48093c06;Greece;;;;;;162170;��;;;;;;;;;;;;;;;;;;;
18498.2b85cf85daec207ae3b771a91cb0ba2fb6826b56;4.6 _16631.F_Road Safety Upgrade.pdf;;application/pdf;;�����������;;e87e6bd7f430a7137549cfce6f9e891c2b162a08;Greece;;;;;;191067;��;;;;;;;;;;;;;;;;;;;
18502.83cd0b2372ad51087e2928236115c81c9c28d253;4.6 _16653.F_Digital Transformation of the agri-food sector.pdf;;application/pdf;;Paris Bayias;;d034272695eeb591f7fd5f409e76d158a6b8b1df;Greece;;;;;;291404;��;;;;;;;;;;;;;;;;;;;
18511.67ac6c47dd3fb61755c5642462074dd3046a9e93;4.6 _16735.D_Arts on prescription.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;4a6883253ecc7662fec1320359ccc9f1f25700e4;Greece;;;;;;207353;��;;;;;;;;;;;;;;;;;;;
18515.4c032bc747cb52111ba9dee2f0e81d3ec32a07af;4.6 _16833.D_EASA compliance works.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;b68c0eb6f4431796e721b4a0176ac980e316d0d7;Greece;;;;;;175554;��;;;;;;;;;;;;;;;;;;;
18578.1378620ae8d17e27185434f73b5e6c861e71dde4;questions_and_answers_european_commission_endorses_italy_s_191.5_billion_recovery_and_resilience_plan_en.pdf;��;application/pdf;;;;25c2cf3d60d9f86ea991b7752eafa561b2d31930;Italy;;;;;;45027;��;;;;;;;;;;;;;;;;;;;
18580.a9680591737019c62751d41066560c48da78db2d;IRPI 25. Mai 2021.docx;Berlin, Berlin;application/vnd.openxmlformats-officedocument.wordprocessingml.document;;"Tillack, Hans-Martin; G+J Anwender";2021-09-29T12:55:00;7b1813c967cac284b2db698e83aaac8f4903574e;Italy;;;;;;29767;;;;;2021-09-29T12:59:00;;;;;;;;;;;;;;;
18584.1a1008e4a437982548897fc7798e5de94e172b48;cellar_ed06727e-d327-11eb-ac72-01aa75ed71a1.0001.02_DOC_1.pdf;;application/pdf;;;;f7329503727d0671a1758fe466d3ccd364f0080b;Latvia;;;;;;288422;PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission;;;;;;;;;;;;;;;;;;;
18595.33f7c52d208eb187b15ba004dca719445144bca6;cellar_4ad16ce8-db44-11eb-895a-01aa75ed71a1.0002.02_DOC_1.pdf;;application/pdf;;;;134e7962ed697bd27d5953f000c0f105801ad6db;Lithuania;;;;;;215914;PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission;;;;;;;;;;;;;;;;;;;
18520.bf6d3d1dc46d8ccc9db1d9d0532e02bac01c8024;4.6 _16921.F_Reskilling and upskilling in Tourism.pdf;;application/pdf;;User;;7b6af831ffcd9627adf3b162002410fb41f425c1;Greece;;;;;;208250;��;;;;;;;;;;;;;;;;;;;
18523.269896ee206fddf6c18f9c5129f4c65a2bea8e93;4.6 _16937.D_Program Management System for technical works.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;ac026faa9d4a45bc097f85c8ed0f3434e54d9bae;Greece;;;;;;162331;��;;;;;;;;;;;;;;;;;;;
18414.a5737cb6163f33588c5cc9c5c7ffc15ca45211e3;4.1 _16656.F_New framework against smuggling.pdf;;application/pdf;;George Karanatsidis;;b41fae50bf257582102c2cbdbc4e25cc3f324943;Greece;;;;;;239768;��;;;;;;;;;;;;;;;;;;;
18435.b1c37f35145c5b2fa98ab12869d6122268ef1db2;4.2 _16974.D_Accounting Reform.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;a73ea4638b1104fa2cd6bf290107cb6a78eab584;Greece;;;;;;162141;��;;;;;;;;;;;;;;;;;;;
18542.eeefe4c406bf9da103b4a309fdd8f87f3ddb8e65;4.6 _16982.F_Organisational reform in the railways sector.pdf;;application/pdf;;Athanasiadis Paschalis;;1722da054f7b1a567d56e5d657c789d1c8b02689;Greece;;;;;;165575;��;;;;;;;;;;;;;;;;;;;
18543.67a5ba185b22bf41a3f1b652b7922fcc74ecf0d7;4.7 _16543.D_Simplification of the business environment.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;d5205a034e7a35fc07a5481a89356d905e24a0d7;Greece;;;;;;162270;��;;;;;;;;;;;;;;;;;;;
18552.ad044736470ffd76b09ee66ca663c3bf5152102e;4.7_16968.F_Technical_Assistance _28_5.pdf;;application/pdf;;Andriana Skyfta;;11fa83fd07d0f211b48f2aef37e9a58b69213a91;Greece;;;;;;254450;��;;;;;;;;;;;;;;;;;;;
18593.28443e81e4414145daa1fb2e12f601c866d9c24c;questions_and_answers_european_commission_endorses_latvia_s_1.8_billion_recovery_and_resilience_plan_en.pdf;��;application/pdf;;;;abe03c9fbef71e16bda4c6ccd5f445babc058da7;Latvia;;;;;;41930;��;;;;;;;;;;;;;;;;;;;
18613.ca1f00a33140fbce9d6978bb5285c73147ae6e10;CONSIL_ST_11941_2021_ADD_1_EN_TXT.pdf;;application/pdf;;DUBUSSE Christine (TAXUD);;ba33431974766d0e1714fb13012ef47b2f3a6ed8;Malta;;;;;;2282060;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18605.9354afd87a5f871fe657cce68d4e8c23a87d6c27;CONSIL_ST_10155_2021_ADD_1_EN_TXT.pdf;;application/pdf;;Francesco;;d684c3f90d8c70fb3fe3695b35f8e39c3dac95d2;Luxembourg;;;;;;1177220;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18604.dd9454f4f39c6bb184a96f234d08a5d9262b2ad7;cellar_dadb5983-d00e-11eb-ac72-01aa75ed71a1.0002.02_DOC_2.pdf;;application/pdf;;DUBUSSE Christine (TAXUD);;f7a22e762672adddc6dc1155b3843167161f5a4d;Luxembourg;;;;;;1188040;PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission;;;;;;;;;;;;;;;;;;;
18636.6f4dce827b4e84cb08c79b75978dcfcdcc7b45f7;CONSIL_ST_10149_2021_INIT_EN_TXT.pdf;;application/pdf;;HOULTON Fleur Ann;;53d313c1ec7e8a039f6a791a5366471a114a7acb;Portugal;;;;;;312600;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18614.08fd050652232aaf2e730175162336637665b77e;CONSIL_ST_11941_2021_INIT_EN_TXT.pdf;;application/pdf;;RACINSKA Sandra;;dd6108cf7fb2d71ce3bc541839447ba6eead0a22;Malta;;;;;;342651;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
5c874f730fd5eeafdcd1e45cd5117d02bf1c42ef.7caeebfe042acdcb41d37a3c4688545632e43c5e;DNSH_cheklist_Kulciema_SS_14.docx;;application/vnd.openxmlformats-officedocument.wordprocessingml.document;;"Inese Pastare-Irbe; Gints Melkins";2021-03-29T12:59:00;be8e971550cfd00107194c9a319f1053c8af8a11;Latvia;;;;;;25922;;;;;2021-03-29T12:59:00;;;;;;;;;;;;;;;
32549049de2f2d300b0dc7048f718d4956f6d9f5.5913e6929009d9a4cc4d40e56963507cbd2d1701;DNSH_cheklist_Mazas_Juglas_SS_12.docx;;application/vnd.openxmlformats-officedocument.wordprocessingml.document;;"Inese Pastare-Irbe; Gints Melkins";2021-03-29T12:50:00;32646c43c96b464a64e3a4b6d16dd50a91880ab3;Latvia;;;;;;25956;;;;;2021-03-29T12:50:00;;;;;;;;;;;;;;;
f557b01697cdf41357c0ab732058848a57fe92e9.c780aefedc7a426a3398a0b0034c8bb2242267f4;DNSH_cheklist_Meiranu_kanals_04.docx;;application/vnd.openxmlformats-officedocument.wordprocessingml.document;;"Inese Pastare-Irbe; Gints Melkins";2021-03-29T12:02:00;7725f758fb772e801d23eff50d8924c7509aaf5b;Latvia;;;;;;25951;;;;;2021-03-29T12:02:00;;;;;;;;;;;;;;;
18645.a09fcf838f60e8a7852872beb66f45389af9cdee;portugal-recovery-resilience-factsheet_en.pdf;;application/pdf;;;;cb26bbf08e206c7298becc0afe785638e4a44d4a;Portugal;;;;;;1114012;"Adobe PDF Library 15.0; Adobe InDesign CC 13.1 (Windows)";;;;;;;;;;;;;;;;;;;
18651.f23716fd66d8cc17d88ee982b9c035e609a3b46b;questions_and_answers_european_commission_endorses_slovakia_s_recovery_and_resilience_plan_en_1.pdf;��;application/pdf;;;;754e0cb0a55246dfca6bed42c146d99b9f84379e;Slovakia;;;;;;41149;��;;;;;;;;;;;;;;;;;;;
ab3aad4df737cc0f17956ce7938cbe386eda7220.e01f347dcb50fc55641518f9fbc9c58486e07f82;DNSH_cheklist_Valgunde_2_SS_07.docx;;application/vnd.openxmlformats-officedocument.wordprocessingml.document;;"Inese Pastare-Irbe; Gints Melkins";2021-03-29T12:41:00;50763bd48c07e992d07bbbb7a738c20157388e1c;Latvia;;;;;;25873;;;;;2021-03-29T12:41:00;;;;;;;;;;;;;;;
18176.0ef45e598eb6940b79ebb52103e5de23b9ed1588;email.rtf_Redacted (7).pdf;;application/pdf;;;;0bb38485203bf474aa34816e5f7a5cac49130f5d;Germany;;;;;;175525;;;;;;;;;;;;;;;;;;;;
18180.12a4cd57e530f4037bafd1ee046e02092dd837bb;GE Digitale Renteninformation.pdf_Redacted.pdf;GE Digitale Renteninformation.pdf.pdf;application/pdf;;neranma;;2b2e45a46187e99744a921a81962c072090edf0e;Germany;;;;;;7655784;"Acrobat Distiller 17.0 (Windows); PScript5.dll Version 5.2.2";;;;;;;;;;;;;;;;;;;
18224.bfeb31cf5c18989f6894e845daefff97b78f0911;1.2 _16879.D_Urban plans and policy.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;1d1c732af736076b6f78c812cb24e9a6355fde2c;Greece;;;;;;162238;��;;;;;;;;;;;;;;;;;;;
18227.ffab2e41324d438371381cbc06947cc990ffd23a;1.2 _16891.F_Maritime spatial planning.pdf;;application/pdf;;Georgina Grafakou;;e4ea0e7202004cfdc4f4c43eef0eb916ee1d21a3;Greece;;;;;;159905;��;;;;;;;;;;;;;;;;;;;
18246.4dcf0d41c34014d01aa26c0e63e2f8f8eff5bd4c;1.4 _16846.D_ Wastewater and Sludge Management Infrastructure.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;176ab5dc2e32bbda536cadaba7cc9d6f16f9cbe3;Greece;;;;;;173007;��;;;;;;;;;;;;;;;;;;;
18248.6dc3be1506fd153a4d0967173b618e1c3f8c3e31;1.4 _16849.D_National Reforestation Plan and investment.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;d434498d66f75ab749ecbd043936c53bc3047e92;Greece;;;;;;198105;��;;;;;;;;;;;;;;;;;;;
18285.fc875f7e6c23be760f6695c12dd41a1a1c542a86;2.2 _16287.D_Public Sector_s Business Continuity.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;8c0ac69bef1682400237a18eb217c85d72334a3f;Greece;;;;;;162201;��;;;;;;;;;;;;;;;;;;;
18307.326af3f04d7415cbd4e7eac427ab6e86d25d5df8;2.2 _16823.D_Cybersecurity strategy and policies.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;73b915a5ac9394e7feb6cab2407bbe6d917b3e97;Greece;;;;;;162309;��;;;;;;;;;;;;;;;;;;;
18332.6e3b871e7dc7ebdf1924d0c78c9fe73ceb79e665;2.2 _16965.F_Data Classification Studies for Public Sector.pdf;;application/pdf;;Lakiara Eirini;;ad12b05955d47e376af1348fa08eb78c3f1099f8;Greece;;;;;;221323;��;;;;;;;;;;;;;;;;;;;
18343.17eec96a11b1b855633dfbc53a109bb9f817af0e;3.1 _16750.D_Digital Transformation of Labour Systems.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;43e41d341bc70505fe36c994fc9cd5fce5543818;Greece;;;;;;162202;��;;;;;;;;;;;;;;;;;;;
18359.0cc58438957cfff17ac57d33ec75e6ca27972971;3.2 _16933.D_Laboratory equipment.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;12bbbd4c5bb230165a720c4a7252567252546cf7;Greece;;;;;;162498;��;;;;;;;;;;;;;;;;;;;
18373.089fd1225dedd67c018b2f146ba12ccaaa81235c;3.3 _16783.D_Public Health Prevention Program.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;4479319ee942cab3787913e5926270c2a8b40312;Greece;;;;;;207700;��;;;;;;;;;;;;;;;;;;;
18375.d4f9126902706d481d93ef1e288cc424841922a2;3.3 _16793.D_Cellular _ Gene Therapies building.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;274282f86486b59f6e688c3e4fb0e709474fee80;Greece;;;;;;217393;��;;;;;;;;;;;;;;;;;;;
18376.84762b989fdfde1ca0d4d9d87d5a6a1229ce0a61;3.3 _16793.F_Cellular _ Gene Therapies building.pdf;;application/pdf;;��������������;;e75e8bd2db18637c1ae29b7b3833dc94bfe38c13;Greece;;;;;;191650;��;;;;;;;;;;;;;;;;;;;
18392.7f90a49ced6468459364de56ec44f285e9d50cd6;3.4 _16904.F_Disability.pdf;;application/pdf;;Evita Giannikopoulou;;2c4f4d0b5f4e48e798d6c8113f0c06d1a4193a6b;Greece;;;;;;235885;��;;;;;;;;;;;;;;;;;;;
18398.43d05e91af0997996420fce6dd837feb3cff6d45;3.4 _16925.F_Digital Transformation of the social support system_31.05.pdf;;application/pdf;;KGloumis;;15b945c57668e042c2cc4478af82af65558d6b29;Greece;;;;;;287728;��;;;;;;;;;;;;;;;;;;;
18400.e3dbdc6aabab836cee2fefc300e5b010d3280816;3.4 _16945.F_Childcare units within companies.pdf;;application/pdf;;USER1;;890697f846b742a886e02d158b2cea76670d2e42;Greece;;;;;;206355;��;;;;;;;;;;;;;;;;;;;
18707.96c0f4b043bf12e91069dcb100856739e443805e;160621-Plan_Recuperacion_Transformacion_Resiliencia.pdf;;application/pdf;;;;e5ad48c894cbec1e14b47ea48013484614e419d8;Spain;;;;;;5105587;"Adobe PDF Library 15.0; Adobe InDesign 16.2 (Macintosh)";;;;;;;;;;;;;;;;;;;
18403.bdd95e7078d517ad44782387e952c7f39ff9c045;4.1 _16610.D_Promoting VAT refunds.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;6a5a657addb13dcf4c68b20f83fc96b811566dfc;Greece;;;;;;162165;��;;;;;;;;;;;;;;;;;;;
18162.074b1b23204cd58cac91d16e4334cc877ce10876;DEU_Reply_Letter to Germany _final.docx.pdf;;application/pdf;;PALVOLGYI Balazs (ECFIN);;9832dc955bdc2eee2497a171cf9e64563e9d7b63;Germany;;;;;;1437188;PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission;;;;;;;;;;;;;;;;;;;
18159.63987cf37e6e2ae51b3500a24bc6fed333dfbe27;DE RRF CID_Annex_20210604_nachEUKOM_TC.docx.pdf;DE RRF CID_Annex_20210604_nachEUKOM_TC.docx.pdf;application/pdf;;rubergi;;c81a628e32e6b4d38d150aa9012cdb85bac56d3a;Germany;;;;;;635638;"Acrobat Distiller 17.0 (Windows); PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission";;;;;;;;;;;;;;;;;;;
18216.6ad73c7e89fb9cefe3901985519e02bd0537bac7;1.2 _16873.D_Interventions in residential areas.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;2482007fda619b4940674b04b562a564f0045746;Greece;;;;;;171609;��;;;;;;;;;;;;;;;;;;;
18172.9660abc8f45cdcb6671ced357c82f9138e6f84ae;email.rtf_Redacted (3).pdf;;application/pdf;;;;3871908f581711677c55b0d107f8a71be18844f9;Germany;;;;;;91462;;;;;;;;;;;;;;;;;;;;
18230.7020c7ffe8c3f9773900ecff013c5b494f16e230;1.2 _16920.D_Energy poverty.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;b58bd659c2fbaeb41ee229f2591b3152ebf02b62;Greece;;;;;;162117;��;;;;;;;;;;;;;;;;;;;
18402.741bfee5135a44476c6f585b6946985d35ba1902;4.1 _16291.F_Digital Transformation of the Tax and Customs Administration.pdf;;application/pdf;;Paris Bayias;;70586e5536ca6cd6165be995bc6f0e9e28177c41;Greece;;;;;;427837;��;;;;;;;;;;;;;;;;;;;
18242.b8940627db90874ab9b5679c1996624b8cd6fdf8;1.4 _16285.D_National irrigation network investments.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;6b3049122ea92ba3c0bb2db7832ac2bdbc3ae87e;Greece;;;;;;208880;��;;;;;;;;;;;;;;;;;;;
18411.e9ea378a4b818cb98095f442b5a4daf9e1cbd458;4.1 _16643.D_Codification and simplification of tax legislation.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;9aa1ea54e7f92e012e68e876987a8acea481d292;Greece;;;;;;162173;��;;;;;;;;;;;;;;;;;;;
18247.5c800071207f20126ed64cb11b7a5100ea5cc3b4;1.4 _16846.F_Urban Wastewater and Sludge Management Infrastructure.pdf;;application/pdf;;THK;;2920fb1c0dd091bd124b413f8415f58a1bcfb5b8;Greece;;;;;;212809;��;;;;;;;;;;;;;;;;;;;
18423.64f7fa1f10af528738e46000c456ce1d742d926f;4.2 _16703.D_Illicit trafficking andintellectual property.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;9fc129b179a5d77ab04c03c08d8fd3d2c8caecb5;Greece;;;;;;167447;��;;;;;;;;;;;;;;;;;;;
